Player,Salary,Year
Kobe Bryant,25000000,2016
LeBron James,22970500,2016
Carmelo Anthony,22875000,2016
Dwight Howard,22359364,2016
Joe Johnson,22309344,2016
Chris Bosh,22192730,2016
Kevin Durant,21971850,2016
Chris Paul,21468695,2016
Derrick Rose,20093064,2016
Dwyane Wade,20000000,2016
LaMarcus Aldridge,19689000,2016
Marc Gasol,19689000,2016
DeAndre Jordan,19689000,2016
Kevin Love,19689000,2016
Brook Lopez,19689000,2016
Blake Griffin,18862876,2016
Paul Millsap,18671659,2016
David Lee,17120776,2016
Paul George,16900000,2016
Russell Westbrook,16744218,2016
Kawhi Leonard,16407500,2016
Enes Kanter,16407500,2016
Greg Monroe,16407500,2016
Wesley Matthews,16407500,2016
Kyrie Irving,16407500,2016
Jimmy Butler,16407500,2016
Tobias Harris,16000000,2016
James Harden,15719062,2016
Eric Gordon,15514031,2016
Roy Hibbert,15514031,2016
Klay Thompson,15501000,2016
Gordon Hayward,15409570,2016
Chandler Parsons,15361500,2016
Goran Dragic,14783000,2016
John Wall,14728844,2016
DeMarcus Cousins,14728844,2016
Khris Middleton,14700000,2016
Draymond Green,14260870,2016
Tristan Thompson,14260000,2016
Danilo Gallinari,14000000,2016
Reggie Jackson,13913044,2016
DeMarre Carroll,13600000,2016
Brandon Knight,13500000,2016
Eric Bledsoe,13500000,2016
Al Jefferson,13500000,2016
Tony Parker,13437500,2016
Joakim Noah,13400000,2016
JaVale McGee,13270964,2016
Nen̻,13000000,2016
Tyson Chandler,13000000,2016
Ricky Rubio,12700000,2016
Robin Lopez,12650000,2016
Ty Lawson,12444552,2016
Rudy Gay,12403101,2016
Serge Ibaka,12250000,2016
Nikola Pekovic,12100000,2016
Derrick Favors,12000000,2016
Kyle Lowry,12000000,2016
Andrew Bogut,12000000,2016
Kemba Walker,12000000,2016
Amir Johnson,12000000,2016
Al Horford,12000000,2016
Nicolas Batum,11860750,2016
Andre Iguodala,11710456,2016
Stephen Curry,11370786,2016
Nikola Vucevic,11250000,2016
Kenneth Faried,11235955,2016
Thaddeus Young,11235955,2016
Marcin Gortat,11217391,2016
Jrue Holiday,11000000,2016
Deron Williams,10853761,2016
Tyreke Evans,10734586,2016
Wilson Chandler,10449438,2016
Monta Ellis,10300000,2016
Anderson Varejao,10158574,2016
Luol Deng,10151612,2016
Gerald Wallace,10105855,2016
Danny Green,10000000,2016
Zach Randolph,10000000,2016
Mike Conley,9680000,2016
DeMar DeRozan,9500000,2016
Rajon Rondo,9500000,2016
Alec Burks,9213484,2016
Omer Asik,9213483,2016
Jeff Green,9200000,2016
Lance Stephenson,9000000,2016
Iman Shumpert,8988765,2016
Ryan Anderson,8500000,2016
Kevin Garnett,8500000,2016
Taj Gibson,8500000,2016
Tiago Splitter,8500000,2016
Brandon Jennings,8344497,2016
Dirk Nowitzki,8333333,2016
Corey Brewer,8229375,2016
Trevor Ariza,8200000,2016
Channing Frye,8193029,2016
Al-Farouq Aminu,8042895,2016
Markieff Morris,8000000,2016
Arron Afflalo,8000000,2016
OJ Mayo,8000000,2016
George Hill,8000000,2016
Jeff Teague,8000000,2016
Ersan Ilyasova,7900000,2016
Avery Bradley,7730337,2016
Kosta Koufos,7700000,2016
Boris Diaw,7500000,2016
Pau Gasol,7448760,2016
Jose Calderon,7402812,2016
Kevin Martin,7402474,2016
JJ Redick,7085000,2016
Anthony Davis,7070730,2016
Cory Joseph,7000000,2016
Louis Williams,7000000,2016
Rodney Stuckey,7000000,2016
Marvin Williams,7000000,2016
Ed Davis,6980802,2016
Isaiah Thomas,6912869,2016
Josh Smith,6830916,2016
Jae Crowder,6796117,2016
Jason Thompson,6752729,2016
Carl Landry,6750000,2016
Greivis Vasquez,6600000,2016
Aron Baynes,6500000,2016
Patrick Beverley,6486486,2016
Michael Kidd-Gilchrist,6331403,2016
Jarrett Jack,6300000,2016
Jodie Meeks,6270000,2016
Patrick Patterson,6268675,2016
Marco Belinelli,6060606,2016
Gerald Henderson,6000000,2016
Andrew Wiggins,5758680,2016
Kyle Korver,5746479,2016
Martell Webster,5713500,2016
Karl-Anthony Towns,5703600,2016
Bradley Beal,5694673,2016
Jamal Crawford,5675000,2016
Courtney Lee,5675000,2016
JJ Hickson,5583413,2016
Josh McRoberts,5543725,2016
Shaun Livingston,5543725,2016
Nikola Mirotic,5543725,2016
Spencer Hawes,5543725,2016
PJ Tucker,5500000,2016
Mirza Teletovic,5500000,2016
Brandan Wright,5464000,2016
Chase Budinger,5258082,2016
Tim Duncan,5250000,2016
Nick Young,5219169,2016
Zaza Pachulia,5200000,2016
Victor Oladipo,5192520,2016
Jabari Parker,5152440,2016
Dion Waiters,5138430,2016
D'Angelo Russell,5103120,2016
Darren Collison,5013559,2016
Chris Kaman,5000000,2016
CJ Watson,5000000,2016
Larry Sanders,5000000,2016
Tony Allen,5000000,2016
Chris Andersen,5000000,2016
Marcus Morris,5000000,2016
JR Smith,5000000,2016
Jonas Jerebko,5000000,2016
Timofey Mozgov,4950000,2016
Mike Dunleavy,4837500,2016
Trevor Booker,4775000,2016
Otto Porter,4662960,2016
Jonas Valanciunas,4660482,2016
Joel Embiid,4626960,2016
Anthony Bennett,4597276,2016
Jahlil Okafor,4582680,2016
Raymond Felton,4540000,2016
Alexis Ajinca,4539607,2016
Kyle Singler,4500000,2016
Kris Humphries,4440000,2016
Derrick Williams,4400000,2016
CJ Miles,4394225,2016
Mike Miller,4354127,2016
Jameer Nelson,4345000,2016
Jason Smith,4300000,2016
Mario Chalmers,4300000,2016
Jose Juan Barea,4290000,2016
Jared Dudley,4250000,2016
Damian Lillard,4236286,2016
Cody Zeller,4204200,2016
Aaron Gordon,4171680,2016
Kristaps Porzingis,4131720,2016
Vince Carter,4088019,2016
Devin Harris,4053446,2016
Alan Anderson,4000000,2016
Jordan Hill,4000000,2016
Ian Mahinmi,4000000,2016
Thabo Sefolosha,4000000,2016
Nemanja Bjelica,3950000,2016
Harrison Barnes,3873398,2016
Marreese Speights,3815500,2016
Alex Len,3807120,2016
Dante Exum,3777720,2016
Steve Novak,3758017,2016
Nick Collison,3750000,2016
Kyle O'Quinn,3750000,2016
Mario Hezonja,3741480,2016
Terrence Ross,3553917,2016
Lavoy Allen,3550000,2016
Matt Barnes,3542500,2016
Will Barton,3533333,2016
Nerlens Noel,3457800,2016
Marcus Smart,3431040,2016
Bojan Bogdanovic,3425510,2016
Evan Turner,3425510,2016
Willie Cauley-Stein,3398280,2016
Quincy Pondexter,3382023,2016
Paul Pierce,3376000,2016
Anthony Morrow,3344000,2016
Mike Scott,3333333,2016
Drew Gooden,3300000,2016
Andre Drummond,3272090,2016
Norris Cole,3203780,2016
Patrick Mills,3200000,2016
KJ McDaniels,3189794,2016
Ben McLemore,3156600,2016
Randy Foye,3135000,2016
Julius Randle,3132240,2016
Austin Rivers,3110796,2016
Emmanuel Mudiay,3102240,2016
Meyers Leonard,3075879,2016
Jeremy Lamb,3034356,2016
Jerryd Bayless,3000000,2016
Brandon Bass,3000000,2016
Anthony Tolliver,3000000,2016
DJ Augustin,3000000,2016
Toney Douglas,2971568,2016
John Henson,2943220,2016
Luis Scola,2900000,2016
Moe Harkless,2894058,2016
Kentavious Caldwell-Pope,2891760,2016
Kirk Hinrich,2870000,2016
Nik Stauskas,2869440,2016
Brian Roberts,2854940,2016
Udonis Haslem,2854940,2016
Dante Cunningham,2850000,2016
Stanley Johnson,2841960,2016
Omri Casspi,2836186,2016
Bismack Biyombo,2814000,2016
Manu Ginobili,2814000,2016
Sonny Weems,2814000,2016
Kevin Seraphin,2814000,2016
Darrell Arthur,2814000,2016
Tibor Pleiss,2700000,2016
Furkan Aldemir,2683841,2016
Trey Burke,2658240,2016
Noah Vonleh,2637720,2016
Tyler Zeller,2616975,2016
Frank Kaminsky,2612520,2016
CJ McCollum,2525160,2016
Elfrid Payton,2505720,2016
James Johnson,2500000,2016
Leandro Barbosa,2500000,2016
Joel Anthony,2500000,2016
Terrence Jones,2489529,2016
Justise Winslow,2481720,2016
Shelvin Mack,2433333,2016
Michael Carter-Williams,2399040,2016
Andrew Nicholson,2380593,2016
Doug McDermott,2380440,2016
Tony Wroten,2346760,2016
Jordan Farmar,2291455,2016
Evan Fournier,2288204,2016
Steven Adams,2279040,2016
Myles Turner,2277960,2016
Jared Sullinger,2269260,2016
Aaron Brooks,2250000,2016
Trey Lyles,2239800,2016
Ramon Sessions,2170465,2016
Kelly Olynyk,2165160,2016
Zach LaVine,2148360,2016
Kendall Marshall,2144772,2016
Gary Neal,2139000,2016
Jeremy Lin,2139000,2016
Miles Plumlee,2109293,2016
Joe Ingles,2100000,2016
Steve Blake,2100000,2016
Danny Granger,2100000,2016
Maurice Williams,2100000,2016
Beno Udrih,2080465,2016
Shabazz Muhammad,2056920,2016
Devin Booker,2055840,2016
TJ Warren,2041080,2016
Perry Jones,2038206,2016
Cameron Payne,2021520,2016
Festus Ezeli,2008748,2016
DeJuan Blair,2000000,2016
Kent Bazemore,2000000,2016
Giannis Antetokounmpo,1953960,2016
Adreian Payne,1938840,2016
Kelly Oubre,1920240,2016
Lucas Nogueira,1842000,2016
Jusuf Nurkic,1842000,2016
Terry Rozier,1824360,2016
Dennis Schroeder,1763400,2016
Zoran Dragic,1756500,2016
James Young,1749840,2016
Rashad Vaughn,1733040,2016
Ryan Kelly,1724250,2016
Joffrey Lauvergne,1709719,2016
Louis Amundson,1700000,2016
Tyler Ennis,1662360,2016
Sam Dekker,1646400,2016
Lance Thomas,1636842,2016
Sergey Karasev,1599840,2016
Gary Harris,1587480,2016
Jerian Grant,1572360,2016
Tony Snell,1535880,2016
Bruno Caboclo,1524000,2016
Delon Wright,1509360,2016
Wayne Ellington,1500000,2016
Shane Larkin,1500000,2016
David West,1499187,2016
Matt Bonner,1499187,2016
Rasual Butler,1499187,2016
Caron Butler,1499187,2016
Ronnie Price,1499187,2016
Kendrick Perkins,1499187,2016
Tayshaun Prince,1499187,2016
Amare Stoudemire,1499187,2016
Metta World Peace,1499187,2016
Jason Terry,1499187,2016
Samuel Dalembert,1499187,2016
Charlie Villanueva,1499187,2016
Richard Jefferson,1499187,2016
James Jones,1499187,2016
Andre Miller,1490369,2016
Gorgui Dieng,1474440,2016
Mitch McGary,1463040,2016
Justin Anderson,1449000,2016
Marcus Thornton,1436891,2016
Pablo Prigioni,1421348,2016
Mason Plumlee,1415520,2016
Jordan Adams,1404600,2016
Gerald Green,1362897,2016
Andrea Bargnani,1362897,2016
Solomon Hill,1358880,2016
Sasha Vujacic,1356146,2016
Aaron Gray,1356146,2016
Rodney Hood,1348440,2016
Matthew Dellavedova,1347276,2016
Bobby Portis,1344120,2016
Rondae Hollis-Jefferson,1335480,2016
Alonzo Gee,1320000,2016
Tim Hardaway Jr,1304520,2016
Nikola Jokic,1300000,2016
Shabazz Napier,1294440,2016
Tyus Jones,1282080,2016
Sasha Kaun,1276000,2016
Luc Mbah a Moute,1270964,2016
Brandon Rush,1270964,2016
Cartier Martin,1270964,2016
Reggie Bullock,1252400,2016
Clint Capela,1242720,2016
Jarell Martin,1230840,2016
Andre Roberson,1210800,2016
PJ Hairston,1201440,2016
Boban Marjanovic,1200000,2016
Jeremy Evans,1185784,2016
Tyler Hansbrough,1185784,2016
Rudy Gobert,1175880,2016
Jordan Mickey,1170960,2016
Archie Goodwin,1160160,2016
CJ Wilcox,1159680,2016
Larry Nance Jr,1155600,2016
Chris Copeland,1150000,2016
Damjan Rudez,1149500,2016
RJ Hunter,1148640,2016
Kyle Anderson,1142880,2016
Josh Huestis,1140240,2016
Chris McCullough,1140240,2016
Kevon Looney,1131960,2016
JaKarr Sampson,1103547,2016
Garrett Temple,1100602,2016
Ishmael Smith,1100602,2016
Luke Babbitt,1100602,2016
Wesley Johnson,1100602,2016
Cole Aldrich,1100602,2016
Glenn Robinson III,1100000,2016
Ray McCallum,1076758,2016
Richaun Holmes,1075000,2016
Jared Cunningham,1039074,2016
Jon Leuer,1035000,2016
James Anderson,1015421,2016
Joey Dorsey,1015421,2016
E'Twaun Moore,1015421,2016
Donald Sloan,1015421,2016
Phil Pressey,1014142,2016
Joseph Young,1007026,2016
Rakeem Christmas,1007026,2016
Robert Covington,1000000,2016
Montrezl Harrell,1000000,2016
Walter Tavares,1000000,2016
Tim Frazier,989216,2016
Robert Sacre,981358,2016
John Jenkins,981349,2016
Christapher Johnson,981348,2016
Quincy Acy,981348,2016
Hassan Whiteside,981348,2016
Thomas Robinson,981348,2016
Jeff Withey,947276,2016
Seth Curry,947276,2016
Allen Crabbe,947276,2016
Hollis Thompson,947276,2016
Isaiah Canaan,947276,2016
Dewayne Dedmon,947276,2016
Ian Clark,947276,2016
Gal Mekel,947276,2016
Justin Holiday,947276,2016
Troy Daniels,947276,2016
Mike Muscala,947276,2016
James Ennis,944477,2016
Elton Brand,890693,2016
Damien Inglis,855000,2016
Eric Moreland,845059,2016
Jerami Grant,845059,2016
Joe Harris,845059,2016
Devyn Marble,845059,2016
Langston Galloway,845059,2016
Cleanthony Early,845059,2016
Jarnell Stokes,845059,2016
Johnny O'Bryant,845059,2016
Tyler Johnson,845059,2016
JaMychal Green,845059,2016
Russ Smith,845059,2016
Jordan Clarkson,845059,2016
Tarik Black,845059,2016
Shayne Whittington,845059,2016
James Michael McAdoo,845059,2016
Spencer Dinwiddie,845059,2016
Nick Johnson,845059,2016
Dwight Powell,845059,2016
Cameron Bairstow,845059,2016
Markel Brown,845059,2016
Raul Neto,840000,2016
Kostas Papanikolaou,800320,2016
Pierre Jackson,750000,2016
Norman Powell,650000,2016
Jimmer Fredette,625167,2016
Pat Connaughton,625093,2016
Ryan Hollins,615906,2016
Darrun Hilliard,600000,2016
Treveon Graham,525093,2016
Jonathon Simmons,525093,2016
Duje Dukan,525093,2016
Luis Montero,525093,2016
Cliff Alexander,525093,2016
TJ McConnell,525093,2016
Josh Richardson,525093,2016
Michael Frazier,525093,2016
Anthony Brown,525093,2016
Marcelo Huertas,525093,2016
Branden Dawson,525093,2016
Maurice Ndour,525093,2016
Salah Mejri,525093,2016
Cristiano Felicio,525093,2016
Aaron Harrison,525093,2016
Willie Reed,525093,2016
Lamar Patterson,525093,2016
Cory Jefferson,362878,2016
Elijah Millsap,352936,2016
Nazr Mohammed,352749,2016
Jarell Eddie,349032,2016
Christian Wood,339762,2016
Sean Kilpatrick,320594,2016
Michael Beasley,306526,2016
Jorge Gutierrez,300899,2016
Jeff Ayres,251890,2016
Lorenzo Brown,222888,2016
Andrew Goudelock,200600,2016
Scottie Wilbekin,200000,2016
Erick Green,199418,2016
Greg Smith,197111,2016
Jordan McRae,172971,2016
Henry Sims,161633,2016
Xavier Munford,123548,2016
Jordan Hamilton,119461,2016
Alan Williams,114284,2016
Orlando Johnson,111444,2016
Jonathan Holmes,100000,2016
Bryce Cotton,99418,2016
Justin Harper,99418,2016
Alex Stepheson,92662,2016
Chuck Hayes,70549,2016
Keith Appling,61775,2016
Bryce Dejean-Jones,61775,2016
Axel Toupane,61775,2016
Briante Weber,61774,2016
Coty Clarke,61774,2016
Elliot Williams,57726,2016
Quincy Miller,50000,2016
JJ O'Brien,30887,2016
Thanasis Antetokounmpo,30887,2016
Nate Robinson,26456,2016
Dorell Wright,17637,2016
John Holland,9266,2016
